username,"('shortcode', 'count')","('is_video', 'sum')","('is_video', 'mean')","('is_sponsored', 'sum')","('is_sponsored', 'mean')","('caption', 'count')","('video_view_count', 'sum')","('video_view_count', 'mean')","('likes', 'sum')","('likes', 'mean')","('comments', 'sum')","('comments', 'mean')","('likes+comments', 'sum')","('likes+comments', 'mean')","('caption_num_words', 'sum')","('caption_num_words', 'mean')","('caption_unique_words', 'sum')","('caption_unique_words', 'mean')","('mention_counts', 'sum')","('mention_counts', 'mean')","('hashtag_counts', 'sum')","('hashtag_counts', 'mean')","('emoji_counts', 'sum')","('emoji_counts', 'mean')","('mentions_eco', 'sum')","('mentions_eco', 'amin')","('mentions_eco', 'amax')","('mentions_eco', 'std')","('mentions_eco', 'mean')","('mentions_eco', 'median')","('mentions_eco-friendly', 'sum')","('mentions_eco-friendly', 'amin')","('mentions_eco-friendly', 'amax')","('mentions_eco-friendly', 'std')","('mentions_eco-friendly', 'mean')","('mentions_eco-friendly', 'median')","('mentions_green', 'sum')","('mentions_green', 'amin')","('mentions_green', 'amax')","('mentions_green', 'std')","('mentions_green', 'mean')","('mentions_green', 'median')","('mentions_organic', 'sum')","('mentions_organic', 'amin')","('mentions_organic', 'amax')","('mentions_organic', 'std')","('mentions_organic', 'mean')","('mentions_organic', 'median')","('mentions_clean', 'sum')","('mentions_clean', 'amin')","('mentions_clean', 'amax')","('mentions_clean', 'std')","('mentions_clean', 'mean')","('mentions_clean', 'median')","('mentions_sustainable', 'sum')","('mentions_sustainable', 'amin')","('mentions_sustainable', 'amax')","('mentions_sustainable', 'std')","('mentions_sustainable', 'mean')","('mentions_sustainable', 'median')","('mentions_sustainability', 'sum')","('mentions_sustainability', 'amin')","('mentions_sustainability', 'amax')","('mentions_sustainability', 'std')","('mentions_sustainability', 'mean')","('mentions_sustainability', 'median')","('mentions_carbon', 'sum')","('mentions_carbon', 'amin')","('mentions_carbon', 'amax')","('mentions_carbon', 'std')","('mentions_carbon', 'mean')","('mentions_carbon', 'median')","('mentions_emissions', 'sum')","('mentions_emissions', 'amin')","('mentions_emissions', 'amax')","('mentions_emissions', 'std')","('mentions_emissions', 'mean')","('mentions_emissions', 'median')","('hashtags_eco', 'sum')","('hashtags_eco', 'amin')","('hashtags_eco', 'amax')","('hashtags_eco', 'std')","('hashtags_eco', 'mean')","('hashtags_eco', 'median')","('hashtags_eco-friendly', 'sum')","('hashtags_eco-friendly', 'amin')","('hashtags_eco-friendly', 'amax')","('hashtags_eco-friendly', 'std')","('hashtags_eco-friendly', 'mean')","('hashtags_eco-friendly', 'median')","('hashtags_green', 'sum')","('hashtags_green', 'amin')","('hashtags_green', 'amax')","('hashtags_green', 'std')","('hashtags_green', 'mean')","('hashtags_green', 'median')","('hashtags_organic', 'sum')","('hashtags_organic', 'amin')","('hashtags_organic', 'amax')","('hashtags_organic', 'std')","('hashtags_organic', 'mean')","('hashtags_organic', 'median')","('hashtags_clean', 'sum')","('hashtags_clean', 'amin')","('hashtags_clean', 'amax')","('hashtags_clean', 'std')","('hashtags_clean', 'mean')","('hashtags_clean', 'median')","('hashtags_sustainable', 'sum')","('hashtags_sustainable', 'amin')","('hashtags_sustainable', 'amax')","('hashtags_sustainable', 'std')","('hashtags_sustainable', 'mean')","('hashtags_sustainable', 'median')","('hashtags_sustainability', 'sum')","('hashtags_sustainability', 'amin')","('hashtags_sustainability', 'amax')","('hashtags_sustainability', 'std')","('hashtags_sustainability', 'mean')","('hashtags_sustainability', 'median')","('hashtags_carbon', 'sum')","('hashtags_carbon', 'amin')","('hashtags_carbon', 'amax')","('hashtags_carbon', 'std')","('hashtags_carbon', 'mean')","('hashtags_carbon', 'median')","('hashtags_emissions', 'sum')","('hashtags_emissions', 'amin')","('hashtags_emissions', 'amax')","('hashtags_emissions', 'std')","('hashtags_emissions', 'mean')","('hashtags_emissions', 'median')","('caption_eco', 'sum')","('caption_eco', 'amin')","('caption_eco', 'amax')","('caption_eco', 'std')","('caption_eco', 'mean')","('caption_eco', 'median')","('caption_eco-friendly', 'sum')","('caption_eco-friendly', 'amin')","('caption_eco-friendly', 'amax')","('caption_eco-friendly', 'std')","('caption_eco-friendly', 'mean')","('caption_eco-friendly', 'median')","('caption_green', 'sum')","('caption_green', 'amin')","('caption_green', 'amax')","('caption_green', 'std')","('caption_green', 'mean')","('caption_green', 'median')","('caption_organic', 'sum')","('caption_organic', 'amin')","('caption_organic', 'amax')","('caption_organic', 'std')","('caption_organic', 'mean')","('caption_organic', 'median')","('caption_clean', 'sum')","('caption_clean', 'amin')","('caption_clean', 'amax')","('caption_clean', 'std')","('caption_clean', 'mean')","('caption_clean', 'median')","('caption_sustainable', 'sum')","('caption_sustainable', 'amin')","('caption_sustainable', 'amax')","('caption_sustainable', 'std')","('caption_sustainable', 'mean')","('caption_sustainable', 'median')","('caption_sustainability', 'sum')","('caption_sustainability', 'amin')","('caption_sustainability', 'amax')","('caption_sustainability', 'std')","('caption_sustainability', 'mean')","('caption_sustainability', 'median')","('caption_carbon', 'sum')","('caption_carbon', 'amin')","('caption_carbon', 'amax')","('caption_carbon', 'std')","('caption_carbon', 'mean')","('caption_carbon', 'median')","('caption_emissions', 'sum')","('caption_emissions', 'amin')","('caption_emissions', 'amax')","('caption_emissions', 'std')","('caption_emissions', 'mean')","('caption_emissions', 'median')","('likely_automated', 'sum')","('likely_automated', 'std')","('likely_automated', 'mean')",company,environment_rating
goldmansachs,43,22,0.2558139534883721,0,0.0,86,132460,1540.2325581395346,82942,964.4418604651164,832,9.674418604651162,83774,974.1162790697673,5044,58.65116279069768,4092,47.58139534883721,46,0.5348837209302325,172,2.0,8.0,0.09302325581395347,2.0,0.0,1.0,0.21554026870452114,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.3126364937009625,0.10810810810810813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.44751938260953306,0.18604651162790695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.15159886590034527,0.02325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.33574141570800325,0.06976744186046513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.29216864496359496,0.09302325581395347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.4995209743648102,0.5581395348837209,"The Goldman Sachs Group, Inc.",66.0
goodyear,100,28,0.14,0,0.0,200,2135876,10679.38,965552,4827.76,48040,240.2,1013592,5067.96,2792,13.96,2622,13.11,192,0.96,160,0.8,150.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.10751701037854353,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.17101529509309654,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441163,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.2380827946018509,0.06,The Goodyear Tire & Rubber Company,64.0
hanes,100,6,0.03,0,0.0,200,10116,50.58,205716,1028.58,12720,63.6,218436,1092.18,9030,45.15,7850,39.25,218,1.09,458,2.29,492.0,2.46,2.0,0.0,1.0,0.11009225791186353,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.17101529509309654,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.4010037656936684,0.2,Hanesbrands Inc.,63.0
harleydavidson,26,24,0.4615384615384616,0,0.0,52,1753624,33723.53846153846,2028788,39015.15384615384,6430,123.65384615384615,2035218,39138.807692307695,1376,26.461538461538463,1210,23.26923076923077,44,0.8461538461538461,100,1.9230769230769231,6.0,0.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1941839093451544,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1941839093451543,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.3979585917202717,0.19230769230769232,"Harley-Davidson, Inc.",61.0
hersheys,18,28,0.7777777777777778,0,0.0,36,211378,5871.61111111111,63352,1759.7777777777776,1662,46.16666666666666,65014,1805.9444444444446,646,17.944444444444443,586,16.27777777777778,6,0.16666666666666666,22,0.6111111111111112,10.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.23231068414572326,0.05555555555555555,The Hershey Company,68.0
hertz,100,0,0.0,0,0.0,200,0,0.0,65518,327.59,17956,89.78,83474,417.37,7646,38.23,6850,34.25,112,0.56,280,1.4,54.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.17101529509309651,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441163,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441163,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.09974842727441166,0.01,Hertz Global Holdings Inc,57.0
hilton,100,64,0.32,0,0.0,200,684726,3423.63,299156,1495.78,5536,27.68,304692,1523.46,6144,30.72,5476,27.38,116,0.58,88,0.44,52.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.2681940937606045,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.17101529509309654,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.3378917789342569,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.2719739863410308,0.08,HILTON WORLDWIDE HOLDINGS INC.,63.0
homedepot,100,20,0.1,0,0.0,200,406024,2030.12,486646,2433.23,10876,54.38,497522,2487.61,5036,25.18,4642,23.21,132,0.66,18,0.09,68.0,0.34,2.0,0.0,1.0,0.12750670423968666,0.016393442622950817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.415285819114726,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.17101529509309654,0.03,"Home Depot, Inc.",67.0
hp,100,68,0.34,0,0.0,198,699298,3496.49,383202,1916.01,8540,42.7,391742,1958.71,8234,41.17,7154,35.77,114,0.57,412,2.06,68.0,0.3434343434343434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.12081783763611867,0.014705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.12081783763611867,0.014705882352941175,0.0,8.0,0.0,1.0,0.2361639694773587,0.05882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.2617294054940164,0.0505050505050505,0.0,2.0,0.0,1.0,0.1002483712489176,0.010101010101010102,0.0,6.0,0.0,1.0,0.1718543507124302,0.030303030303030307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14104742189889352,0.020202020202020204,0.0,12.0,0.0,2.0,0.3127796395343614,0.060606060606060615,0.0,10.0,0.0,2.0,0.2617294054940164,0.0505050505050505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.5008535428214358,0.48,Hewlett Packard Enterprise Co,73.0
humana,9,10,0.5555555555555556,0,0.0,18,4700,261.1111111111111,2040,113.33333333333331,46,2.555555555555556,2086,115.88888888888887,608,33.77777777777778,536,29.777777777777782,0,0.0,14,0.7777777777777778,2.0,0.1111111111111111,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.3233808333817773,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Humana Inc.,69.0
intel,100,88,0.44,0,0.0,200,2084672,10423.36,1258624,6293.12,19284,96.42,1277908,6389.54,4940,24.7,4590,22.95,108,0.54,414,2.07,138.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.10232605238616793,0.010526315789473684,0.0,2.0,0.0,1.0,0.10232605238616796,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0.4676467334823193,0.32,Intel Corporation,70.0
interpublicipg,35,2,0.028571428571428567,0,0.0,70,678,9.685714285714283,11716,167.37142857142857,262,3.7428571428571433,11978,171.11428571428573,2994,42.77142857142857,2576,36.8,80,1.1428571428571428,108,1.542857142857143,76.0,1.0857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.21070705494148548,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.23379132809659064,0.057142857142857134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1678015193509294,0.028571428571428567,0.0,4.0,0.0,1.0,0.23379132809659064,0.057142857142857134,0.0,2.0,0.0,1.0,0.16780151935092938,0.028571428571428567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.16780151935092938,0.028571428571428567,Interpublic Group of Companies,60.0
jcpenney,100,38,0.19,0,0.0,200,615180,3075.9,398204,1991.02,5320,26.6,403524,2017.62,4768,23.84,4506,22.53,198,0.99,42,0.21,272.0,1.36,2.0,0.0,1.0,0.10629534937475534,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.1994968545488233,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.1964509221768139,0.04,"J. C. Penney Company, Inc.",56.0
jetblue,100,30,0.15,0,0.0,200,2075772,10378.86,933578,4667.89,24128,120.64,957706,4788.53,7018,35.09,6276,31.38,88,0.44,120,0.6,72.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.16326908396901554,0.027027027027027032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.2604595860779547,0.05,0.0,4.0,0.0,2.0,0.19949685454882327,0.02,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.2221412471117008,0.03,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.5011544461485624,0.49,JetBlue Airways Corporation,62.0
