username,"('shortcode', 'count')","('is_video', 'sum')","('is_video', 'mean')","('is_sponsored', 'sum')","('is_sponsored', 'mean')","('caption', 'count')","('video_view_count', 'sum')","('video_view_count', 'mean')","('likes', 'sum')","('likes', 'mean')","('comments', 'sum')","('comments', 'mean')","('likes+comments', 'sum')","('likes+comments', 'mean')","('caption_num_words', 'sum')","('caption_num_words', 'mean')","('caption_unique_words', 'sum')","('caption_unique_words', 'mean')","('mention_counts', 'sum')","('mention_counts', 'mean')","('hashtag_counts', 'sum')","('hashtag_counts', 'mean')","('emoji_counts', 'sum')","('emoji_counts', 'mean')","('mentions_eco', 'sum')","('mentions_eco', 'amin')","('mentions_eco', 'amax')","('mentions_eco', 'std')","('mentions_eco', 'mean')","('mentions_eco', 'median')","('mentions_eco-friendly', 'sum')","('mentions_eco-friendly', 'amin')","('mentions_eco-friendly', 'amax')","('mentions_eco-friendly', 'std')","('mentions_eco-friendly', 'mean')","('mentions_eco-friendly', 'median')","('mentions_green', 'sum')","('mentions_green', 'amin')","('mentions_green', 'amax')","('mentions_green', 'std')","('mentions_green', 'mean')","('mentions_green', 'median')","('mentions_organic', 'sum')","('mentions_organic', 'amin')","('mentions_organic', 'amax')","('mentions_organic', 'std')","('mentions_organic', 'mean')","('mentions_organic', 'median')","('mentions_clean', 'sum')","('mentions_clean', 'amin')","('mentions_clean', 'amax')","('mentions_clean', 'std')","('mentions_clean', 'mean')","('mentions_clean', 'median')","('mentions_sustainable', 'sum')","('mentions_sustainable', 'amin')","('mentions_sustainable', 'amax')","('mentions_sustainable', 'std')","('mentions_sustainable', 'mean')","('mentions_sustainable', 'median')","('mentions_sustainability', 'sum')","('mentions_sustainability', 'amin')","('mentions_sustainability', 'amax')","('mentions_sustainability', 'std')","('mentions_sustainability', 'mean')","('mentions_sustainability', 'median')","('mentions_carbon', 'sum')","('mentions_carbon', 'amin')","('mentions_carbon', 'amax')","('mentions_carbon', 'std')","('mentions_carbon', 'mean')","('mentions_carbon', 'median')","('mentions_emissions', 'sum')","('mentions_emissions', 'amin')","('mentions_emissions', 'amax')","('mentions_emissions', 'std')","('mentions_emissions', 'mean')","('mentions_emissions', 'median')","('hashtags_eco', 'sum')","('hashtags_eco', 'amin')","('hashtags_eco', 'amax')","('hashtags_eco', 'std')","('hashtags_eco', 'mean')","('hashtags_eco', 'median')","('hashtags_eco-friendly', 'sum')","('hashtags_eco-friendly', 'amin')","('hashtags_eco-friendly', 'amax')","('hashtags_eco-friendly', 'std')","('hashtags_eco-friendly', 'mean')","('hashtags_eco-friendly', 'median')","('hashtags_green', 'sum')","('hashtags_green', 'amin')","('hashtags_green', 'amax')","('hashtags_green', 'std')","('hashtags_green', 'mean')","('hashtags_green', 'median')","('hashtags_organic', 'sum')","('hashtags_organic', 'amin')","('hashtags_organic', 'amax')","('hashtags_organic', 'std')","('hashtags_organic', 'mean')","('hashtags_organic', 'median')","('hashtags_clean', 'sum')","('hashtags_clean', 'amin')","('hashtags_clean', 'amax')","('hashtags_clean', 'std')","('hashtags_clean', 'mean')","('hashtags_clean', 'median')","('hashtags_sustainable', 'sum')","('hashtags_sustainable', 'amin')","('hashtags_sustainable', 'amax')","('hashtags_sustainable', 'std')","('hashtags_sustainable', 'mean')","('hashtags_sustainable', 'median')","('hashtags_sustainability', 'sum')","('hashtags_sustainability', 'amin')","('hashtags_sustainability', 'amax')","('hashtags_sustainability', 'std')","('hashtags_sustainability', 'mean')","('hashtags_sustainability', 'median')","('hashtags_carbon', 'sum')","('hashtags_carbon', 'amin')","('hashtags_carbon', 'amax')","('hashtags_carbon', 'std')","('hashtags_carbon', 'mean')","('hashtags_carbon', 'median')","('hashtags_emissions', 'sum')","('hashtags_emissions', 'amin')","('hashtags_emissions', 'amax')","('hashtags_emissions', 'std')","('hashtags_emissions', 'mean')","('hashtags_emissions', 'median')","('caption_eco', 'sum')","('caption_eco', 'amin')","('caption_eco', 'amax')","('caption_eco', 'std')","('caption_eco', 'mean')","('caption_eco', 'median')","('caption_eco-friendly', 'sum')","('caption_eco-friendly', 'amin')","('caption_eco-friendly', 'amax')","('caption_eco-friendly', 'std')","('caption_eco-friendly', 'mean')","('caption_eco-friendly', 'median')","('caption_green', 'sum')","('caption_green', 'amin')","('caption_green', 'amax')","('caption_green', 'std')","('caption_green', 'mean')","('caption_green', 'median')","('caption_organic', 'sum')","('caption_organic', 'amin')","('caption_organic', 'amax')","('caption_organic', 'std')","('caption_organic', 'mean')","('caption_organic', 'median')","('caption_clean', 'sum')","('caption_clean', 'amin')","('caption_clean', 'amax')","('caption_clean', 'std')","('caption_clean', 'mean')","('caption_clean', 'median')","('caption_sustainable', 'sum')","('caption_sustainable', 'amin')","('caption_sustainable', 'amax')","('caption_sustainable', 'std')","('caption_sustainable', 'mean')","('caption_sustainable', 'median')","('caption_sustainability', 'sum')","('caption_sustainability', 'amin')","('caption_sustainability', 'amax')","('caption_sustainability', 'std')","('caption_sustainability', 'mean')","('caption_sustainability', 'median')","('caption_carbon', 'sum')","('caption_carbon', 'amin')","('caption_carbon', 'amax')","('caption_carbon', 'std')","('caption_carbon', 'mean')","('caption_carbon', 'median')","('caption_emissions', 'sum')","('caption_emissions', 'amin')","('caption_emissions', 'amax')","('caption_emissions', 'std')","('caption_emissions', 'mean')","('caption_emissions', 'median')","('likely_automated', 'sum')","('likely_automated', 'std')","('likely_automated', 'mean')",company,environment_rating
costco,100,64,0.32,0,0.0,200,3233646,16168.23,518608,2593.04,37656,188.28,556264,2781.32,3284,16.42,3064,15.32,4,0.02,36,0.18,118.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.14035131799278394,0.02,Costco Wholesale Corporation,62.0
cummins,100,44,0.22,0,0.0,200,294098,1470.49,447894,2239.47,4408,22.04,452302,2261.51,11936,59.68,9910,49.55,166,0.83,646,3.23,80.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1380002272946792,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.10453850114247812,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.1790428480800242,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.3007528242702513,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.2604595860779547,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.3250048318156479,0.07,0.0,2.0,0.0,1.0,0.09974842727441167,0.01,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,16.0,0.0,2.0,0.30670890394443057,0.08,0.0,10.0,0.0,2.0,0.2604595860779547,0.05,0.0,2,0.09974842727441166,0.01,"Cummins, Inc.",71.0
cvspharmacy,100,32,0.16,0,0.0,200,112532,562.66,102532,512.66,8910,44.55,111442,557.21,6852,34.26,5938,29.69,44,0.22,78,0.39,366.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.3500179464171378,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.19645092217681392,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.2422673468230571,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.2719739863410307,0.08,CVS Caremark Corporation,71.0
delta,100,4,0.02,0,0.0,200,451080,2255.4,2857184,14285.92,56938,284.69,2914122,14570.61,14546,72.73,10690,53.45,112,0.56,88,0.44,30.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,0.4761655892037017,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.24226734682305706,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.4866044796320623,0.38,"Delta AirLines, Inc.",52.0
dickssportinggoods,100,98,0.49,0,0.0,200,17686176,88430.88,2070922,10354.61,11456,57.28,2082378,10411.89,3218,16.09,2982,14.91,6,0.03,62,0.31,70.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.4459484908564834,0.7333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.415285819114726,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,0.5008535428214358,0.48,"Dick's Sporting Goods, Inc.",44.0
dillards,100,0,0.0,0,0.0,200,0,0.0,233996,1169.98,2464,12.32,236460,1182.3,1734,8.67,1680,8.4,8,0.04,18,0.09,178.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,"Dillard's, Inc.",50.0
discovery,54,44,0.4074074074074074,0,0.0,108,9302222,86131.68518518518,7839028,72583.5925925926,36084,334.1111111111111,7875112,72917.70370370371,3598,33.314814814814824,3244,30.037037037037038,98,0.9074074074074074,562,5.203703703703703,60.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1367049011885994,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.3994631218761127,0.0925925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.13544536999096835,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.26311234598795274,0.07407407407407407,"Discovery Communications, Inc.",48.0
dishnetwork,100,128,0.64,0,0.0,200,50972,254.86,7458,37.29,3322,16.61,10780,53.9,3954,19.77,3714,18.57,280,1.4,48,0.24,10.0,0.05,2.0,0.0,1.0,0.16326908396901554,0.027027027027027032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.2380827946018509,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.19645092217681392,0.04,DISH Network Corporation,49.0
disney,100,80,0.4,0,0.0,200,30185980,150929.9,26265650,131328.25,119266,596.33,26384916,131924.58,3468,17.34,3314,16.57,58,0.29,180,0.9,44.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.19645092217681392,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,0.4866044796320622,0.62,The Walt Disney Company,68.0
dollargeneral,100,26,0.13,0,0.0,200,95344,476.72,84306,421.53,2510,12.55,86816,434.08,5010,25.05,4698,23.49,90,0.45,314,1.57,40.0,0.2,2.0,0.0,1.0,0.18102033471939247,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.3739601171433455,0.1267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,3.0,0.5723090847105357,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441163,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,0.4152858191147262,0.78,Dollar General Corporation,45.0
dollartree,100,8,0.04,0,0.0,200,184954,924.77,919916,4599.58,10736,53.68,930652,4653.26,6740,33.7,6280,31.4,48,0.24,820,4.1,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,3.0,0.668339084889862,0.32653061224489793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.10075590805950717,0.010204081632653059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,3.0,0.6854555027360679,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.14035131799278394,0.02,"Dollar Tree Stores, Inc.",48.0
drhorton,64,2,0.015625,0,0.0,128,926,7.234375,63002,492.203125,1570,12.265625,64572,504.46875,4238,33.109375,3986,31.140625,0,0.0,1246,9.734375,62.0,0.484375,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,48.0,0.0,1.0,0.4929888180106566,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.3018927632559765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,0.5557059070390652,0.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,0.4653336792785003,0.6875,"D.R. Horton, Inc.",46.0
duke_energy,100,82,0.41,0,0.0,200,215752,1078.76,56206,281.03,1916,9.58,58122,290.61,13494,67.47,10926,54.63,34,0.17,810,4.05,22.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1002483712489176,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1002483712489176,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.1002483712489176,0.010101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.255787285998331,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.21849186132974546,0.05,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,10.0,0.0,1.0,0.21849186132974546,0.05,0.0,4.0,0.0,1.0,0.14035131799278394,0.02,0.0,10,0.21849186132974532,0.05,Duke Energy Corporation,58.0
ebay,100,64,0.32,0,0.0,200,371470,1857.35,208616,1043.08,8914,44.57,217530,1087.65,6986,34.93,6464,32.32,134,0.67,690,3.45,314.0,1.57,2.0,0.0,1.0,0.15908496254525534,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.15908496254525534,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.14701613983046707,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.10453850114247812,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.30670890394443073,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,4.0,0.0,2.0,0.19949685454882327,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.09974842727441166,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.2380827946018509,0.06,eBay Inc.,69.0
